Log Name,File Name,solfndby,Nodes,Active,LPit/n,IntInf,BestBound,BestSolution,Gap,Time
test13183895.run786.supportcase6.log,supportcase6,,71,0,518.2,177,5.190648e+04,5.190648e+04,0.00%,37.98
test13183895.run787.supportcase7.log,supportcase7,,17,0,2296,16,-1.132223e+03,-1.132223e+03,0.00%,37.40
test13183895.run788.swath1.log,swath1,,1027,0,10.4,37,3.790713e+02,3.790713e+02,0.00%,3.92
test13183895.run789.swath2.log,swath2,,2918,0,14.5,33,3.851997e+02,3.851997e+02,0.00%,8.72
test13183895.run790.swath3.log,swath3,,14802,0,18.6,28,3.977613e+02,3.977613e+02,0.00%,38.58
test13183895.run791.swath.log,swath,,15251890,825093,5.3,15,4.334874e+02,4.674075e+02,7.26%,7200
test13183895.run792.t11nonreg.log,t11nonreg,,0,1,--,290,1.029040e+06,1.164384e+06,11.6%,841
test13183895.run793.ta1-UUM.log,ta1-UUM,,28251700,0,9.3,14,7.518328e+06,7.518328e+06,0.00%,4869
test13183895.run794.ta2-UUE.log,ta2-UUE,,4006,0,176.5,9,3.787173e+07,3.787173e+07,0.00%,17.08
test13183895.run795.tanglegram4.log,tanglegram4,,31,0,1641,670,1.069600e+04,1.069600e+04,0.00%,3.71
test13183895.run796.tanglegram6.log,tanglegram6,,13,0,1111,220,1.224000e+03,1.224000e+03,0.00%,0.97
test13183895.run797.tbfp-bigm.log,tbfp-bigm,,16239466,1553034,36.0,31,1.254167e+01,2.499653e+01,49.8%,7200
test13183895.run798.tbfp-network.log,tbfp-network,,347,0,1216,219,2.416319e+01,2.416319e+01,0.00%,126
test13183895.run799.Test3.log,Test3,,3,0,292.7,0,2.673520e+06,2.673520e+06,0.00%,1.49
test13183895.run800.thor50dday.log,thor50dday,,1,0,28361,141,4.041700e+04,4.041700e+04,0.00%,113
test13183895.run801.timtab1CUTS.log,timtab1CUTS,,11520,0,81.4,91,7.647720e+05,7.647720e+05,0.00%,16.05
test13183895.run802.timtab1.log,timtab1,,21805,0,54.2,76,7.647720e+05,7.647720e+05,0.00%,21.75
test13183895.run803.toll-like.log,toll-like,,10410,0,1049,1352,6.100000e+02,6.100000e+02,0.00%,546
test13183895.run804.tpl-tub-ss16.log,tpl-tub-ss16,,543,512,5036,1962,1.504297e+05,3.324660e+05,54.8%,7200
test13183895.run805.tr12-30.log,tr12-30,,203322,0,12.7,64,1.305960e+05,1.305960e+05,0.00%,113
test13183895.run806.traininstance2.log,traininstance2,,514998,0,9.5,72,7.182000e+04,7.182000e+04,0.00%,100
test13183895.run807.traininstance6.log,traininstance6,,2580,0,7.0,29,2.829000e+04,2.829000e+04,0.00%,1.37
test13183895.run808.transportmoment.log,transportmoment,,141,0,63.7,4,-3.063104e+09,-3.063104e+09,0.00%,28.24
test13183895.run809.trento1.log,trento1,,20321,0,379.0,132,5.189487e+06,5.189487e+06,0.00%,299
test13183895.run810.triptim1.log,triptim1,,1,0,0.0,2,2.286810e+01,2.286810e+01,0.00%,7.61
test13183895.run811.triptim2.log,triptim2,,2847,794,10337,1971,1.199810e+01,1.200510e+01,0.06%,7200
test13183895.run812.triptim4.log,triptim4,,2480,402,11579,4954,9.808877e+00,9.818100e+00,0.09%,7200
test13183895.run813.triptim7.log,triptim7,,544,0,5890,3843,2.566020e+03,2.566020e+03,0.00%,787
test13183895.run814.triptim8.log,triptim8,,9757,4109,4200,1163,2.535755e+03,2.566097e+03,1.18%,7200
test13183895.run815.tw-myciel4.log,tw-myciel4,,397179,5454,123.7,199,1.000000e+01,1.000000e+01,0.00%,1414
test13183895.run816.uc720-7-4-4-8.log,uc720-7-4-4-8,,1,1,0.0,0,-8.869359e+12,--,Inf,7200
test13183895.run817.uccase12.log,uccase12,,884,0,10.6,1,1.150741e+04,1.150741e+04,0.00%,27.46
test13183895.run818.uccase7.log,uccase7,,470668,34544,119.6,505,2.665435e+04,2.696398e+04,1.15%,7200
test13183895.run819.uccase8.log,uccase8,,943410,411560,44.5,526,1.116235e+04,1.116836e+04,0.05%,7200
test13183895.run820.uccase9.log,uccase9,,252572,192184,203.4,1051,1.090484e+04,1.110321e+04,1.79%,7200
test13183895.run821.uct-subprob.log,uct-subprob,,40182,0,431.8,489,3.140000e+02,3.140000e+02,0.00%,345
test13183895.run822.umts.log,umts,,208963,0,13.1,27,3.009033e+07,3.009033e+07,0.00%,89.02
test13183895.run823.unitcal_7.log,unitcal_7,,527,0,132.7,1,1.963556e+07,1.963556e+07,0.00%,33.29
test13183895.run824.usAbbrv-8-25_70.log,usAbbrv-8-25_70,,7647335,5503754,35.3,121,1.090000e+02,1.230000e+02,11.4%,7200
test13183895.run825.v150d30-2hopcds.log,v150d30-2hopcds,,2496026,77798,84.0,112,3.522565e+01,4.100000e+01,14.1%,7200
test13183895.run826.var-smallemery-m6j6.log,var-smallemery-m6j6,,318997,0,8.8,12,-1.493750e+02,-1.493750e+02,0.00%,179
test13183895.run827.vpphard2.log,vpphard2,,300813,0,263.6,70,8.100000e+01,8.100000e+01,0.00%,3460
test13183895.run828.vpphard.log,vpphard,,6945,0,71.9,432,5.000000e+00,5.000000e+00,0.00%,195
test13183895.run829.wachplan.log,wachplan,,66103,0,195.4,107,-8.000000e+00,-8.000000e+00,0.00%,118
test13183895.run830.wnq-n100-mw99-14.log,wnq-n100-mw99-14,,8739993,691546,95.4,264,2.507907e+02,2.590000e+02,3.17%,7200
test13183895.run831.woodlands09.log,woodlands09,,1,1,1870518,4539,5.046796e-13,--,Inf,7200
test13183974.run000.10teams.log,10teams,,287,0,120.6,99,9.240000e+02,9.240000e+02,0.00%,2.16
test13183974.run001.22433.log,22433,,2,0,279.5,121,2.147700e+04,2.147700e+04,0.00%,0.53
test13183974.run002.23588.log,23588,,512,0,16.5,55,8.090000e+03,8.090000e+03,0.00%,0.95
test13183974.run003.2club200v15p5scn.log,2club200v15p5scn,,221404,42911,67.6,123,-9.655556e+01,-6.600000e+01,31.6%,7200
test13183974.run004.30_70_45_05_100.log,30_70_45_05_100,,1,0,15976,0,9.000000e+00,9.000000e+00,0.00%,11.85
test13183974.run005.30_70_45_095_100.log,30_70_45_095_100,,1,0,19035,0,3.000000e+00,3.000000e+00,0.00%,17.59
test13183974.run006.30_70_45_095_98.log,30_70_45_095_98,,1,0,0.0,2674,1.200000e+01,1.200000e+01,0.00%,3.34
test13183974.run007.30n20b8.log,30n20b8,,1,1,14306,128,3.020000e+02,3.020000e+02,0.00%,2.36
test13183974.run008.50v-10.log,50v-10,,188979,0,55.6,112,3.311180e+03,3.311180e+03,0.00%,629
test13183974.run009.8div-n59k10.log,8div-n59k10,,24637,836,703.4,1599,-7.090000e+02,--,Inf,7200
test13183974.run010.8div-n59k11.log,8div-n59k11,,351,326,12402,3544,-1.421000e+03,--,Inf,7200
test13183974.run011.8div-n59k12.log,8div-n59k12,,7,6,21711,7343,-2.845000e+03,--,Inf,7209
test13183974.run012.a1c1s1.log,a1c1s1,,33491,0,172.2,107,1.150344e+04,1.150344e+04,0.00%,258
test13183974.run013.a2c1s1.log,a2c1s1,,52040,0,134.5,101,1.088914e+04,1.088914e+04,0.00%,290
test13183974.run014.ab51-40-100.log,ab51-40-100,,8,0,2117,29,-1.042031e+10,-1.042031e+10,0.00%,7.63
test13183974.run015.ab67-40-100.log,ab67-40-100,,2,0,3524,198,-1.118625e+10,-1.118625e+10,0.00%,3.53
test13183974.run016.ab69-40-100.log,ab69-40-100,,1,0,3865,133,-1.118628e+10,-1.118628e+10,0.00%,2.02
test13183974.run017.ab71-20-100.log,ab71-20-100,,4,0,3080,230,-1.042031e+10,-1.042031e+10,0.00%,4.49
test13183974.run018.ab72-40-100.log,ab72-40-100,,1,0,10279,0,-1.118662e+10,-1.118662e+10,0.00%,4.04
test13183974.run019.academictimetablebig.log,academictimetablebig,,544,1,3450,7929,4.270000e+02,--,Inf,7200
test13183974.run020.academictimetablesmall.log,academictimetablesmall,,25921,0,349.5,57,0.000000e+00,0.000000e+00,0.00%,911
test13183974.run021.acc-tight2.log,acc-tight2,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,0.04
test13183974.run022.acc-tight4.log,acc-tight4,,481,0,79.4,62,0.000000e+00,0.000000e+00,0.00%,1.65
test13183974.run023.acc-tight5.log,acc-tight5,,189,0,94.6,108,0.000000e+00,0.000000e+00,0.00%,1.39
test13183974.run024.adult-max5features.log,adult-max5features,,132988,94746,648.4,2099,3.929186e+03,5.642122e+03,30.4%,7200
test13183974.run025.aflow30a.log,aflow30a,,1004,0,40.8,37,1.158000e+03,1.158000e+03,0.00%,3.68
test13183974.run026.aflow40b.log,aflow40b,,4036,0,116.9,81,1.168000e+03,1.168000e+03,0.00%,45.13
test13183974.run027.air03.log,air03,,1,0,4.0,0,3.401600e+05,3.401600e+05,0.00%,0.37
test13183974.run028.air04.log,air04,,156,0,372.9,256,5.613700e+04,5.613700e+04,0.00%,13.28
test13183974.run029.air05.log,air05,,243,0,120.1,163,2.637400e+04,2.637400e+04,0.00%,5.49
test13183974.run030.aligninq.log,aligninq,,242,0,63.3,83,2.713000e+03,2.713000e+03,0.00%,2.08
test13183974.run031.allcolor10.log,allcolor10,,2399642,2413,107.8,156,6.000000e+00,1.490000e+02,96.0%,7200
test13183974.run032.amaze22012-03-15i.log,amaze22012-03-15i,,87002,0,46.0,32,0.000000e+00,0.000000e+00,0.00%,78.12
test13183974.run034.amaze22012-07-04i.log,amaze22012-07-04i,,596923,4639,19.4,56,0.000000e+00,--,Inf,7200
test13183974.run035.app1-1.log,app1-1,,1,0,1898,2,-3.000000e+00,-3.000000e+00,0.00%,3.54
test13183974.run036.app1-2.log,app1-2,,104,0,250.8,33,-4.100000e+01,-4.100000e+01,0.00%,101
test13183974.run037.app2-1.log,app2-1,,3,0,1.0,1,1.929425e+04,1.929425e+04,0.00%,0.36
test13183974.run038.app2-2.log,app2-2,,2781,0,0.9,1,2.120405e+05,2.120405e+05,0.00%,0.31
test13183974.run039.app3.log,app3,,23,0,260.4,5,5.751714e+06,5.751714e+06,0.00%,1.94
test13183974.run040.arki001.log,arki001,,64225,0,11.1,33,7.580813e+06,7.580813e+06,0.00%,46.63
test13183974.run041.assign1-5-8.log,assign1-5-8,,36268888,0,9.3,53,2.120000e+02,2.120000e+02,0.00%,2421
test13183974.run042.atlanta-ip.log,atlanta-ip,,9955,0,236.2,487,9.000988e+01,9.000988e+01,0.00%,280
test13183974.run043.atm20-100.log,atm20-100,,406675,25098,300.5,504,2.261907e+06,--,Inf,7200
test13183974.run044.australia-abs-cta.log,australia-abs-cta,,102,0,19.1,5,1.069047e+02,1.069047e+02,0.00%,2.92
test13183974.run045.b1c1s1.log,b1c1s1,,171864,0,175.9,226,2.454425e+04,2.454425e+04,0.00%,1170
test13183974.run046.b2c1s1.log,b2c1s1,,1590284,0,120.8,223,2.568791e+04,2.568791e+04,0.00%,5585
test13183974.run047.bab1.log,bab1,,9036276,1068379,15.3,50,-2.206604e+05,-2.187649e+05,0.86%,7200
test13183974.run048.bab2.log,bab2,,76802,27681,327.0,205,-3.578743e+05,-3.572549e+05,0.17%,7200
test13183974.run049.bab5.log,bab5,,2173,0,90.5,90,-1.064118e+05,-1.064118e+05,0.00%,33.29
test13183974.run050.bab6.log,bab6,,2536256,134684,59.7,31,-2.843363e+05,-2.841761e+05,0.06%,7200
test13183974.run051.b-ball.log,b-ball,,1,0,0.0,15,-1.500000e+00,-1.500000e+00,0.00%,0.06
test13183974.run052.bc1.log,bc1,,691,0,25.4,11,3.338362e+00,3.338362e+00,0.00%,8.03
test13183974.run053.bc.log,bc,,7574,0,97.5,24,7.000000e+00,7.000000e+00,0.00%,55.88
test13183974.run054.beasleyC1.log,beasleyC1,,1,0,887.0,37,8.500000e+01,8.500000e+01,0.00%,0.20
test13183974.run055.beasleyC2.log,beasleyC2,,1,0,2403,72,1.440000e+02,1.440000e+02,0.00%,0.41
test13183974.run056.beasleyC3.log,beasleyC3,,1,0,7524,4,7.540000e+02,7.540000e+02,0.00%,0.99
test13183974.run057.beavma.log,beavma,,1,0,248.0,0,3.832850e+05,3.832850e+05,0.00%,0.25
test13183974.run058.berlin_5_8_0.log,berlin_5_8_0,,7124331,0,24.0,17,6.200000e+01,6.200000e+01,0.00%,1843
test13183974.run059.berlin.log,berlin,,2,0,4735,60,1.044000e+03,1.044000e+03,0.00%,2.27
test13183974.run060.bg512142.log,bg512142,,5629071,1722429,84.9,127,1.672588e+05,1.856330e+05,9.90%,7200
test13183974.run061.biella1.log,biella1,,1322,0,765.3,42,3.065006e+06,3.065006e+06,0.00%,69.62
test13183974.run062.bienst1.log,bienst1,,5971,0,123.4,2,4.675000e+01,4.675000e+01,0.00%,10.01
test13183974.run063.bienst2.log,bienst2,,17730,0,156.8,12,5.460000e+01,5.460000e+01,0.00%,35.22
test13183974.run064.binkar10_1.log,binkar10_1,,2825,0,33.6,48,6.742200e+03,6.742200e+03,0.00%,2.06
test13183974.run065.blend2.log,blend2,,741,0,11.4,3,7.598985e+00,7.598985e+00,0.00%,0.41
test13183974.run066.bley_xl1.log,bley_xl1,,1,0,5621,0,1.900000e+02,1.900000e+02,0.00%,3.22
test13183974.run067.bley_xs2.log,bley_xs2,,22159,0,373.7,441,1.051266e+06,1.051266e+06,0.00%,211
test13183974.run068.blp-ar98.log,blp-ar98,,20972,0,109.5,172,6.205215e+03,6.205215e+03,0.00%,177
test13183974.run069.blp-ic97.log,blp-ic97,,46870,0,103.0,107,4.025024e+03,4.025024e+03,0.00%,321
test13183974.run070.blp-ic98.log,blp-ic98,,11174,0,109.1,72,4.491448e+03,4.491448e+03,0.00%,118
test13183974.run071.blp-ir98.log,blp-ir98,,878,0,34.7,53,2.342315e+03,2.342315e+03,0.00%,5.89
test13183974.run074.bmoipr2.log,bmoipr2,,5442261,757682,9.5,22,-4.641734e+07,-4.641416e+07,0.01%,7200
test13183974.run075.bnatt400.log,bnatt400,,1,1,15678,636,1.000000e+00,1.000000e+00,0.00%,2.14
test13183974.run076.bnatt500.log,bnatt500,,7,8,5540,665,1.000000e+30,--,0.00%,6.08
test13183974.run077.bppc4-08.log,bppc4-08,,12743989,60131,71.4,42,5.200000e+01,5.300000e+01,1.89%,7200
test13183974.run078.bppc6-02.log,bppc6-02,,3469111,9920,76.4,26,1.130000e+02,1.160000e+02,2.59%,7200
test13183974.run079.bppc8-02.log,bppc8-02,,29,0,42.6,10,5.070000e+02,5.070000e+02,0.00%,0.16
test13183974.run080.bppc8-09.log,bppc8-09,,1539753,0,14.9,27,4.720000e+02,4.720000e+02,0.00%,403
test13183974.run081.brasil.log,brasil,,2,0,5422,53,1.365500e+04,1.365500e+04,0.00%,2.73
test13183974.run082.brazil3.log,brazil3,,1310,0,1662,231,2.400000e+01,2.400000e+01,0.00%,201
test13183974.run083.breastcancer-regularized.log,breastcancer-regularized,,2616749,0,35.4,249,3.576784e+01,3.576784e+01,0.00%,534
test13183974.run084.buildingenergy.log,buildingenergy,,74973,0,15.8,34,3.328385e+04,3.328385e+04,0.00%,422
test13183974.run085.cap6000.log,cap6000,,1364,0,1.6,4,-2.451377e+06,-2.451377e+06,0.00%,0.49
test13183974.run086.cbs-cta.log,cbs-cta,,1,0,0.0,5,0.000000e+00,0.000000e+00,0.00%,0.42
test13183974.run092.ci-s4.log,ci-s4,,22966,6554,16.4,29,3.336240e+03,3.336240e+03,0.00%,17.57
test13183974.run093.cmflsp40-24-10-7.log,cmflsp40-24-10-7,,1303547,71743,97.2,94,5.142078e+07,5.166441e+07,0.47%,7200
test13183974.run094.cmflsp50-24-10-4.log,cmflsp50-24-10-4,,708540,6661,141.8,258,5.888850e+07,5.898887e+07,0.17%,7200
test13183974.run095.cmflsp50-24-8-8.log,cmflsp50-24-8-8,,309894,0,106.5,479,5.578939e+07,5.578939e+07,0.00%,2857
test13183974.run096.CMS750_4.log,CMS750_4,,5325,40,55.0,16,2.520000e+02,2.520000e+02,0.00%,26.02
test13183974.run097.co-100.log,co-100,,388,0,928.0,0,2.639942e+06,2.639942e+06,0.00%,148
test13183974.run098.cod105.log,cod105,,38,0,1060,199,-1.200000e+01,-1.200000e+01,0.00%,20.25
test13183974.run099.comp07-2idx.log,comp07-2idx,,1,1,2072,796,6.000000e+00,6.000000e+00,0.00%,11.39
test13183974.run100.comp08-2idx.log,comp08-2idx,,1,0,15795,112,3.700000e+01,3.700000e+01,0.00%,6.56
test13183974.run101.comp16-3idx.log,comp16-3idx,,1,1,3509552,4700,1.082151e+01,4.294000e+03,99.7%,7200
test13183974.run102.comp21-2idx.log,comp21-2idx,,63466,0,963.1,595,7.400000e+01,7.400000e+01,0.00%,3041
test13183974.run103.control20-5-10-5.log,control20-5-10-5,,1,0,0.0,0,1.000000e+30,--,0.00%,0.40
test13183974.run104.control30-3-2-3.log,control30-3-2-3,,114331961,45557200,3.3,16,5.746605e-02,2.839237e-01,79.8%,7200
test13183974.run105.control30-5-10-4.log,control30-5-10-4,,1,0,0.0,0,1.000000e+30,--,0.00%,0.90
test13183974.run106.core2536-691.log,core2536-691,,3518,0,898.8,464,6.890000e+02,6.890000e+02,0.00%,113
test13183974.run107.cost266-UUE.log,cost266-UUE,,188780,0,90.4,80,2.514894e+07,2.514894e+07,0.00%,476
test13183974.run108.cryptanalysiskb128n5obj14.log,cryptanalysiskb128n5obj14,,997,0,12546,6191,1.000000e+30,--,0.00%,3039
test13183974.run109.cryptanalysiskb128n5obj16.log,cryptanalysiskb128n5obj16,,95,0,32199,7054,0.000000e+00,0.000000e+00,0.00%,966
test13183974.run110.csched007.log,csched007,,59630,0,189.8,121,3.510000e+02,3.510000e+02,0.00%,247
test13183974.run111.csched008.log,csched008,,102794,0,104.1,54,1.730000e+02,1.730000e+02,0.00%,118
test13183974.run112.csched010.log,csched010,,42432,0,279.8,154,4.080000e+02,4.080000e+02,0.00%,185
test13183974.run113.cvrpsimple2i.log,cvrpsimple2i,,53693,0,64.7,75,3.400000e+01,3.400000e+01,0.00%,39.19
test13183974.run114.cvs08r139-94.log,cvs08r139-94,,401509,0,152.0,929,-1.160000e+02,-1.160000e+02,0.00%,1085
test13183974.run115.cvs16r106-72.log,cvs16r106-72,,758427,36363,188.4,552,-8.626881e+01,-8.100000e+01,6.11%,7200
test13183974.run116.cvs16r128-89.log,cvs16r128-89,,244796,23696,346.7,673,-1.055072e+02,-9.600000e+01,9.01%,7200
test13183974.run117.cvs16r70-62.log,cvs16r70-62,,648603,0,160.2,520,-4.200000e+01,-4.200000e+01,0.00%,3201
test13183974.run118.cvs16r89-60.log,cvs16r89-60,,667612,30748,227.7,620,-6.765187e+01,-6.500000e+01,3.92%,7200
test13183974.run119.dale-cta.log,dale-cta,,37437,0,3.1,0,4.963799e-01,4.963799e-01,0.00%,62.64
test13183974.run120.dano3_3.log,dano3_3,,62,0,1034,0,5.763446e+02,5.763446e+02,0.00%,10.33
test13183974.run121.dano3_5.log,dano3_5,,557,0,1064,13,5.769249e+02,5.769249e+02,0.00%,55.45
test13183974.run122.danoint.log,danoint,,575969,0,94.4,27,6.566667e+01,6.566667e+01,0.00%,447
test13183974.run123.dc1c.log,dc1c,,755081,91298,329.2,349,1.763905e+06,1.769351e+06,0.31%,7200
test13183974.run124.dcmulti.log,dcmulti,,60,0,52.7,6,1.881820e+05,1.881820e+05,0.00%,0.36
test13183974.run125.decomp1.log,decomp1,,1,0,0.0,270,-1.200000e+02,-1.200000e+02,0.00%,0.47
test13183974.run126.decomp2.log,decomp2,,1,0,0.0,319,-1.600000e+02,-1.600000e+02,0.00%,0.59
test13183974.run128.dg012142.log,dg012142,,3583946,736637,70.4,31,1.490690e+06,2.771384e+06,46.2%,7200
test13183974.run129.diameterc-mstc-v20a190d5i.log,diameterc-mstc-v20a190d5i,,1687,0,445.1,751,4.140000e+02,4.140000e+02,0.00%,39.47
test13183974.run130.diameterc-msts-v40a100d5i.log,diameterc-msts-v40a100d5i,,668,0,474.4,1171,7.290000e+02,7.290000e+02,0.00%,50.07
test13183974.run131.disctom.log,disctom,,1,0,0.0,267,-5.000000e+03,-5.000000e+03,0.00%,0.53
test13183974.run132.dolom1.log,dolom1,,157180,59675,1051,398,6.567856e+06,1.210772e+07,45.8%,7200
test13183974.run133.drayage-100-12.log,drayage-100-12,,2,0,3022,0,9.494159e+04,9.494159e+04,0.00%,1.26
test13183974.run134.drayage-100-23.log,drayage-100-23,,1,0,0.0,16,1.033339e+05,1.033339e+05,0.00%,0.33
test13183974.run135.drayage-25-23.log,drayage-25-23,,2,0,1633,0,1.012826e+05,1.012826e+05,0.00%,0.92
test13183974.run136.drayage-25-27.log,drayage-25-27,,77,0,77.4,8,1.021835e+05,1.021835e+05,0.00%,1.07
test13183974.run137.drayage-25-32.log,drayage-25-32,,15,0,1315,17,9.139585e+04,9.139585e+04,0.00%,1.84
test13183974.run138.dsbmip.log,dsbmip,,1,0,1139,8,-3.051982e+02,-3.051982e+02,0.00%,0.32
test13183974.run139.ds.log,ds,,59676,10443,679.5,417,6.427265e+01,3.167425e+02,79.7%,7200
test13183974.run140.dws008-01.log,dws008-01,,838177,0,75.8,68,3.741260e+04,3.741260e+04,0.00%,2434
test13183974.run141.dws008-03.log,dws008-03,,1894921,625934,103.2,115,4.429359e+04,--,Inf,7200
test13183974.run142.eil33-2.log,eil33-2,,3561,0,17.2,22,9.340079e+02,9.340079e+02,0.00%,20.72
test13183974.run143.eilA101-2.log,eilA101-2,,165585,0,46.1,98,8.809201e+02,8.809201e+02,0.00%,3421
test13183974.run144.eilC76-2.log,eilC76-2,,17952,0,35.0,103,7.625148e+02,7.625148e+02,0.00%,114
test13183974.run145.ej.log,ej,,115429820,36133134,0.7,1,9.365917e+03,--,Inf,7200
test13183974.run146.elitserienhandball11i.log,elitserienhandball11i,,52574,596,1462,761,0.000000e+00,4.000000e+00,100.0%,7200
test13183974.run147.elitserienhandball13i.log,elitserienhandball13i,,8050,882,8009,1303,2.000000e+00,6.000000e+00,66.7%,7200
test13183974.run148.elitserienhandball14i.log,elitserienhandball14i,,17850,218,3781,1510,0.000000e+00,3.000000e+00,100.0%,7200
test13183974.run149.elitserienhandball3i.log,elitserienhandball3i,,21499,981,3323,1239,0.000000e+00,6.000000e+00,100.0%,7200
test13183974.run150.enlight11.log,enlight11,,1,0,0.0,0,1.000000e+30,--,0.00%,0.01
test13183974.run151.enlight4.log,enlight4,,1,0,0.0,0,1.000000e+30,--,0.00%,0.00
test13183974.run152.enlight8.log,enlight8,,1,0,0.0,0,2.700000e+01,2.700000e+01,0.00%,0.01
test13183974.run153.enlight9.log,enlight9,,1,0,0.0,0,1.000000e+30,--,0.00%,0.01
test13183974.run154.enlight_hard.log,enlight_hard,,1,0,0.0,0,3.700000e+01,3.700000e+01,0.00%,0.01
test13183974.run155.ex10.log,ex10,,1,0,0.0,0,1.000000e+02,1.000000e+02,0.00%,5.51
test13183974.run157.exp-1-500-5-5.log,exp-1-500-5-5,,1,0,4980,2,6.588700e+04,6.588700e+04,0.00%,0.78
test13183974.run158.f2gap201600.log,f2gap201600,,1,0,679.0,21,7.645300e+04,7.645300e+04,0.00%,0.58
test13183974.run159.f2gap401600.log,f2gap401600,,1,0,1166,27,8.230700e+04,8.230700e+04,0.00%,0.59
test13183974.run160.f2gap40400.log,f2gap40400,,1,0,928.0,48,2.077200e+04,2.077200e+04,0.00%,0.11
test13183974.run161.f2gap801600.log,f2gap801600,,1,0,3027,87,8.667900e+04,8.667900e+04,0.00%,0.87
test13183974.run162.fast0507.log,fast0507,,2250,0,237.8,217,1.740000e+02,1.740000e+02,0.00%,61.82
test13183974.run163.fastxgemm-n2r6s0t2.log,fastxgemm-n2r6s0t2,,41220,0,33.8,19,2.300000e+02,2.300000e+02,0.00%,11.34
test13183974.run164.fastxgemm-n2r7s4t1.log,fastxgemm-n2r7s4t1,,132293,0,35.9,30,4.200000e+01,4.200000e+01,0.00%,31.64
test13183974.run165.fhnw-binpack4-18.log,fhnw-binpack4-18,,5214,0,23.4,40,1.000000e+30,--,0.00%,0.89
test13183974.run166.fhnw-binpack4-48.log,fhnw-binpack4-48,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,0.25
test13183974.run167.fhnw-binpack4-4.log,fhnw-binpack4-4,,4420,0,18.9,50,1.000000e+30,--,0.00%,0.92
test13183974.run168.fhnw-sq2.log,fhnw-sq2,,8279860,0,12.0,31,1.000000e+30,--,0.00%,776
test13183974.run169.fhnw-sq3.log,fhnw-sq3,,35314457,75430,14.6,41,0.000000e+00,--,Inf,7200
test13183974.run170.fiball.log,fiball,,1,0,0.0,112,1.380000e+02,1.380000e+02,0.00%,11.42
test13183974.run171.fiber.log,fiber,,3,0,291.3,0,4.059352e+05,4.059352e+05,0.00%,0.26
test13183974.run172.fillomino7x7-0i.log,fillomino7x7-0i,,64152,0,160.6,110,0.000000e+00,0.000000e+00,0.00%,364
test13183974.run173.fjspeasy01i.log,fjspeasy01i,,92,0,96.1,195,2.530000e+02,2.530000e+02,0.00%,3.48
test13183974.run176.g200x740.log,g200x740,,8143,0,15.6,0,4.431600e+04,4.431600e+04,0.00%,8.43
test13183974.run178.gasprod1-2.log,gasprod1-2,,245,0,110.5,9,9.830410e+02,9.830410e+02,0.00%,5.53
test13183974.run179.gasprod1-3.log,gasprod1-3,,669,0,125.3,318,2.310110e+03,2.310110e+03,0.00%,9.95
test13183974.run180.gasprod2-1.log,gasprod2-1,,5673,0,145.8,18,1.628548e+06,1.628548e+06,0.00%,119
test13183974.run181.gasprod2-2.log,gasprod2-2,,1047,0,40.5,1,1.375632e+06,1.375632e+06,0.00%,31.41
